adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,Keywords
False,,,0,"id 18, name Drama, id 9648, name Mystery, id 53, name Thriller, id 27, name Horror",,743040,tt11359158,ES,es,El apego,"Argentina, 1970s. A desperate young woman goes to a clinic to have a clandestine abortion. As her pregnancy is already through the fourth month, the doctor refuses. Instead, she proposes to sell the baby to one of her clients and offers to provide shelter in her house until the child is born. Their disturbed personalities will become intertwined in a strange and dangerous relationship.",3.29,/hKZHk6I1p58ZeXbwjQok7DSWfZ.jpg,,"{'iso_3166_1': 'AR', 'name': 'Argentina'}",2021-10-07,0,102,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",Released,,The Attachment Diaries,False,3.0,4,https://www.nytimes.com/2023/05/25/movies/the-attachment-diaries-review.html,"A gynecologist and her patient form a horrifyingly twisted connection in this batty, bloody Argentine melodrama.",The New York Times,"{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Attachment Diaries (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Diment, Valentin Javier', 'rank': 3, 'major': 'N'}",2023-05-25T11:00:03+0000,295,"‘The Attachment Diaries’ Review: Love, Sick",,,The Attachment Diaries,,,,By Jeannette Catsoulis,,"subject: Movies;creative_works: The Attachment Diaries (Movie);persons: Diment, Valentin Javier;"
False,/sClvKM8C6a1DSPzMwkKjk8pNFDx.jpg,,0,"id 18, name Drama, id 10749, name Romance",https://gooddeedentertainment.com/you-can-live-forever/,887580,tt15782570,CA,en,You Can Live Forever,"When Jaime, a gay teenager, is sent to live in a community of Jehovah's Witnesses in small-town Quebec, she falls madly in love with a devout Witness girl. The two embark on an intense affair with consequences that will reshape the rest of their lives.",36.62,/10MJURrsPfDQmS2AP3fueOHJ0ch.jpg,"{'id': 63971, 'logo_path': '/9U4LhiybfyhDPpzim20IIvBnC5l.png', 'name': 'Prospector Films', 'origin_country': 'CA'}, {'id': 49937, 'logo_path': '/j14jwTsJj6ok9IkUFewX7acufKu.png', 'name': 'Good Deed Entertainment', 'origin_country': 'US'}","{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",2023-03-24,15055,96,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",Released,,You Can Live Forever,False,6.7,33,https://www.nytimes.com/2023/05/04/movies/you-can-live-forever-review.html,Religion comes between two girls falling in love in the 1990s in this sweet coming-of-age film bathed in grunge hues.,The New York Times,"{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'You Can Live Forever (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Slutsky, Mark', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Watts, Sarah (Film Director)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': ""O'Driscoll, Anwen"", 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Laporte, June (Actor)', 'rank': 6, 'major': 'N'}",2023-05-04T11:00:08+0000,294,‘You Can Live Forever’ Review: Do You Love Me Now?,,,You Can Live Forever,,,,By Elisabeth Vincentelli,,"subject: Movies;creative_works: You Can Live Forever (Movie);persons: Slutsky, Mark;persons: Watts, Sarah (Film Director);persons: O'Driscoll, Anwen;persons: Laporte, June (Actor);"
False,/omkxkjj0IEhzOc9CBOwK2lrmHSk.jpg,,0,"id 10749, name Romance, id 18, name Drama, id 35, name Comedy",,846961,tt14770620,US,en,One True Loves,"Emma and Jesse are living the perfect life together, until Jesse disappears in a tragic helicopter crash on their first wedding anniversary. Four years later, Emma has found happiness again and is about to marry her best friend when Jesse resurfaces, turning her world upside down and leaving her torn between two great loves.",20.676,/6MF3JvIZkluUijw9rvDKNqPT8kC.jpg,"{'id': 168294, 'logo_path': '/hO9hMQIAUvSEVJHBUdtrsXWfoRu.png', 'name': 'Volition Media Partners', 'origin_country': 'US'}, {'id': 147011, 'logo_path': None, 'name': 'Gosdom Entertainment', 'origin_country': 'US'}, {'id': 2623, 'logo_path': '/7Bkm1yUF0y8x6jw8dHRfzS3B6dq.png', 'name': 'Blue Rider Pictures', 'origin_country': 'US'}, {'id': 179981, 'logo_path': '/vbI6QgAC9s3BilQ5Oa7juyrf59N.png', 'name': 'Thomasville Pictures', 'origin_country': 'US'}, {'id': 170420, 'logo_path': '/83zMnR0m7rNOF4C1nXEPv8LCSkL.png', 'name': 'SquareOne Productions', 'origin_country': 'DE'}, {'id': 5698, 'logo_path': '/meGyUgXybl2X0uJlnvaAWSwVZvt.png', 'name': 'Oops Doughnuts Productions', 'origin_country': 'US'}, {'id': 193458, 'logo_path': None, 'name': 'Storybook Entertainment', 'origin_country': 'US'}, {'id': 80626, 'logo_path': '/zdRndNKHm4pULpG5Lg7m0NaRBdh.png', 'name': 'El Ride Productions', 'origin_country': 'US'}, {'id': 193459, 'logo_path': None, 'name': 'I Think Productions', 'origin_country': ''}, {'id': 117761, 'logo_path': '/4Aa24Ase2LR6wesRolVQ0vinI8T.png', 'name': 'Streamline Global', 'origin_country': 'US'}, {'id': 76991, 'logo_path': '/pQjdvbv4y9yuIDSHDEHc9ijJKaS.png', 'name': 'Highland Film Group', 'origin_country': 'US'}, {'id': 194918, 'logo_path': '/pzsC9ZzbRjHaBES0GH8n2dgtCZk.png', 'name': 'R.U. Robot Studios', 'origin_country': 'CZ'}, {'id': 125401, 'logo_path': '/zqK2m6vgqAOVyKCGWHkEpqf3GeE.png', 'name': 'BuzzFeed Studios', 'origin_country': 'US'}, {'id': 185127, 'logo_path': '/lD5UjvX5MsbIwbZJvdC5aee1nwm.png', 'name': 'The Avenue Entertainment', 'origin_country': 'US'}, {'id': 220809, 'logo_path': None, 'name': 'Yogurt Time Pictures', 'origin_country': ''}","{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",2023-04-07,37820,100,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",Released,First love meets new love.,One True Loves,False,6.406,69,https://www.nytimes.com/2023/04/13/movies/one-true-loves-movie-review.html,"A film adaptation of Taylor Jenkins Reid’s novel has potential for drama, but it stumbles on stock melodrama.",The New York Times,"{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bracey, Luke (1989- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Liu, Simu', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Reid, Taylor Jenkins', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Soo, Phillipa', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Fickman, Andy', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'One True Loves (Movie)', 'rank': 7, 'major': 'N'}",2023-04-13T11:00:06+0000,320,‘One True Loves’ Review: A Romance Lost at Sea,,,One True Loves,,,,By Brandon Yu,,"subject: Movies;persons: Bracey, Luke (1989- );persons: Liu, Simu;persons: Reid, Taylor Jenkins;persons: Soo, Phillipa;persons: Fickman, Andy;creative_works: One True Loves (Movie);"
False,/uTEvYDLrhrtW57ntM3EbRpgmlZm.jpg,,0,"id 99, name Documentary",https://thelostweekendmovie.com/,965042,tt19812518,US,en,The Lost Weekend: A Love Story,"May Pang lovingly recounts her life in rock & roll and the whirlwind 18 months spent as friend, lover, and confidante to one of the towering figures of popular culture, John Lennon, in this funny, touching, and vibrant portrait of first love.",5.456,/qlbOj1G3YtIDUGSzu1Y590EfSMY.jpg,,"{'iso_3166_1': 'US', 'name': 'United States of America'}",2023-04-13,77145,95,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",Released,John Lennon and May Pang shared a weekend that lasted 18 months and a love story that took 50 years to tell.,The Lost Weekend: A Love Story,False,6.0,2,https://www.nytimes.com/2023/04/13/movies/the-lost-weekend-a-love-story-review.html,"There’s not much Lennon music heard in this doc about his affair with May Pang, and given how much Pang trashes his wife, Yoko Ono, it’s no surprise it was withheld.",The New York Times,"{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Lost Weekend: A Love Story (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Pang, May', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lennon, John', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Ono, Yoko', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Brandstein, Eve', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Kaufman, Richard S (Filmmaker)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Samuels, Stuart (Filmmaker)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Pop and Rock Music', 'rank': 10, 'major': 'N'}",2023-04-13T11:00:03+0000,327,‘The Lost Weekend: A Love Story’ Review: When John Lennon Strayed,,,The Lost Weekend:  A Love Story,,,,By Glenn Kenny,,"subject: Documentary Films and Programs;creative_works: The Lost Weekend: A Love Story (Movie);persons: Pang, May;persons: Lennon, John;persons: Ono, Yoko;persons: Brandstein, Eve;persons: Kaufman, Richard S (Filmmaker);persons: Samuels, Stuart (Filmmaker);subject: Content Type: Personal Profile;subject: Pop and Rock Music;"
False,/7NTGZTzqWHgBJeoNaWsAxvHtRy4.jpg,,0,"id 18, name Drama, id 80, name Crime",https://www.focusfeatures.com/a-thousand-and-one/,855263,tt12427158,US,en,A Thousand and One,"Struggling but unapologetically living on her own terms, Inez is moving from shelter to shelter in mid-1990s New York City. With her 6-year-old son Terry in foster care and unable to leave him again, she kidnaps him so they can build their life together. As the years go by, their family grows and Terry becomes a smart yet quiet teenager, but the secret that has defined their lives threatens to destroy the home they have so improbably built.",13.357,/yW97MlBddOeiw17zUSf2iWvOmkr.jpg,"{'id': 99963, 'logo_path': '/wi5JP4jpVBeb9qK97nhICkMurNZ.png', 'name': 'Sight Unseen Pictures', 'origin_country': 'US'}, {'id': 106839, 'logo_path': '/uUIoRabgmUH5VYSXs02bgjO92no.png', 'name': 'Makeready', 'origin_country': 'US'}, {'id': 101758, 'logo_path': '/l5i9Dny0bZhb5RibclPAogdlJ1.png', 'name': 'Hillman Grad Productions', 'origin_country': 'US'}","{'iso_3166_1': 'US', 'name': 'United States of America'}",2023-03-31,3395595,116,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",Released,Times change. Love stays the same.,A Thousand and One,False,6.905,84,https://www.nytimes.com/2023/03/30/movies/a-thousand-and-one-review.html,"A mesmerizing Teyana Taylor stars in A.V. Rockwell’s feature directing debut, about motherhood and survival in a fast-changing city.",The New York Times,"{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Thousand and One (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rockwell, AV (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Taylor, Teyana (1990- )', 'rank': 4, 'major': 'N'}",2023-03-30T18:53:42+0000,971,‘A Thousand and One’ Review: A New York Love Story,Critic’s Pick,,An Unbending Will Meets a Shifting City,,,,By Manohla Dargis,,"subject: Movies;creative_works: A Thousand and One (Movie);persons: Rockwell, AV (Film Director);persons: Taylor, Teyana (1990- );"
False,/u6HeK9nl6p2MAKSxHF613LOhuFM.jpg,,0,"id 10749, name Romance, id 35, name Comedy",https://www.netflix.com/title/81045831,703451,tt12823454,US,en,Your Place or Mine,"When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.",20.326,/3oFfY1HpzJDlRzKSCBF2sA5mb9U.jpg,"{'id': 105382, 'logo_path': '/b94sYzp4YUqi3DqIUnWnfrmxlN.png', 'name': 'Hello Sunshine', 'origin_country': 'US'}, {'id': 37361, 'logo_path': '/xpbUNXnrMeEK1ynbqVnHp8ZOVKW.png', 'name': 'Aggregate Films', 'origin_country': 'US'}, {'id': 133810, 'logo_path': None, 'name': 'Lean Machine', 'origin_country': ''}","{'iso_3166_1': 'US', 'name': 'United States of America'}",2023-02-10,0,109,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",Released,Two lives. Two cities. One last chance.,Your Place or Mine,False,6.275,696,https://www.nytimes.com/2023/02/09/movies/your-place-or-mine-review.html,This humdrum Netflix romantic comedy features Reese Witherspoon and Ashton Kutcher as longtime friends with possibly hidden feelings for each other.,The New York Times,"{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Your Place or Mine (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Witherspoon, Reese', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Kutcher, Ashton', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'McKenna, Aline Brosh', 'rank': 5, 'major': 'N'}",2023-02-10T00:00:05+0000,569,‘Your Place or Mine’ Review: Try Neither,,,They Have a Humdrum Kind of Love,,,,By Amy Nicholson,,"subject: Movies;creative_works: Your Place or Mine (Movie);persons: Witherspoon, Reese;persons: Kutcher, Ashton;persons: McKenna, Aline Brosh;"
False,/lE8xquVrAf5UiUA8pzBxxdp2vPH.jpg,,0,"id 99, name Documentary",,976653,tt20236978,CA,en,Love in the Time of Fentanyl,An intimate portrait of a community fighting to save lives and keep hope alive in a neighborhood ravaged by the overdose crisis.,1.299,/rSAhu53e2WgHZZX2oiXnzxr3Q09.jpg,"{'id': 10943, 'logo_path': '/9jd9RFYraPpPCz7rpqp5KhrwfAH.png', 'name': 'ITVS', 'origin_country': 'US'}, {'id': 84895, 'logo_path': None, 'name': 'Lost Time Media', 'origin_country': ''}","{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",2023-02-03,0,85,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",Released,,Love in the Time of Fentanyl,False,0.0,0,https://www.nytimes.com/2023/02/02/movies/love-in-the-time-of-fentanyl-review.html,"To combat the overdose crisis, a group that includes former and current users open a safe consumption site where shooting up does not have to mean death.",The New York Times,"{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fentanyl', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Volunteers and Community Service', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love in the Time of Fentanyl (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Askey, Colin', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Vancouver (British Columbia)', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Overdose Prevention Society', 'rank': 8, 'major': 'N'}",2023-02-02T12:00:11+0000,306,"‘Love in the Time of Fentanyl’ Review: Heartbreak, Death and Hope in Vancouver",,,Love in the Time Of Fentanyl,,,,By Concepción de León,,"subject: Documentary Films and Programs;subject: Fentanyl;subject: Drug Abuse and Traffic;subject: Volunteers and Community Service;creative_works: Love in the Time of Fentanyl (Movie);persons: Askey, Colin;glocations: Vancouver (British Columbia);organizations: Overdose Prevention Society;"
False,/xgxdY4puoffYlCrfSumQt9xULFR.jpg,,0,"id 18, name Drama",,714011,tt10692788,GB,en,After Love,"Set in the port town of Dover in the South-East of England, Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial, she discovers he has a secret just twenty-one miles across the English Channel in Calais.",11.1,/mXaNg69iWEs0Qsj4AJxcvCXuWKw.jpg,"{'id': 10441, 'logo_path': '/aTEwjHN8l51ix2YcTxxzR92WaXy.png', 'name': 'The Bureau', 'origin_country': 'GB'}, {'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 7281, 'logo_path': '/lkqIuaKTm2sg3umwTBScmqyzLX5.png', 'name': 'BFI', 'origin_country': 'GB'}","{'iso_3166_1': 'GB', 'name': 'United Kingdom'}",2021-06-04,0,89,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Urdu', 'iso_639_1': 'ur', 'name': 'اردو'}",Released,,After Love,False,7.155,116,https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'After Love (2020) (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Khan, Aleem', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Scanlan, Joanna (1961- )', 'rank': 4, 'major': 'N'}",2023-01-19T12:00:06+0000,359,‘After Love’ Review: The Other Woman,Critic’s Pick,,After Love,,,,By Beatrice Loayza,,"subject: Movies;creative_works: After Love (2020) (Movie);persons: Khan, Aleem;persons: Scanlan, Joanna (1961- );"
